"Country","Issuer","Ruling authority","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Length","Width","Thickness","Orientation","Year","Gregorian year","Mintmark","Marks","References","Comment","Quantity","For exchange","Grade","Collection","From set","Buying price (USD)","Estimate (USD)","Private comment","Public comment","Storage location","Acquisition place","Acquisition date","Serial number","Internal ID","Weight","Size","Axis","Third-party grading","Grade","Details","Slab number","CAC sticker"
"Chile","Chile","Republic (1818-date)","Peso (1975-date)","1","KM# 207","N# 6815","1 Peso (""BERNARDO O'HIGGINS"")","Standard circulation coins","1975","Round","Copper-nickel","5","24","24","","1.5","Coin alignment ↑↓","1975","1975","So","","","","1","TRUE","VF","World","","","0.38","","","","","","","","","","","","","","",""
"Chile","Chile","Republic (1818-date)","Peso (1975-date)","1","KM# 216","N# 5426","1 Peso (small issue)","Standard circulation coins","1981-1992","Round","Aluminium bronze (92% Copper, 2% Aluminium, 6% Nickel)","2","17","17","","1.4","Coin alignment ↑↓","1991","1991","So","","","KM# 216.2 (Narrow date)","1","TRUE","AU","World","","0","0.28","","","","","","","","","","","","","","",""
"Chile","Chile","Republic (1818-date)","Peso (1975-date)","50","KM# 219","N# 2834","50 Pesos","Standard circulation coins","1981-2024","Decagonal (10-sided)","Copper-aluminium-nickel (92% Copper, 6% Nickel, 2% Aluminium)","7","25","25","","1.8","Coin alignment ↑↓","1993","1993","So","","","KM#219.2 (Narrow date)","1","TRUE","VF","World","","0","0.35","","","","","","","","","","","","","","",""
"China","China, Empire of","Qing dynasty • Qianlong (1735-1796)","Cash (621-1912)","1","Hartill# 22.200-22.242","N# 1133","1 Cash - Qianlong (Tongbao; Boo-chiowan)","Standard circulation coins","1736-1800","Round with a square hole","Brass","4.23","24","24","","1.5","Medal alignment ↑↑","","1736-1795","","","","Hartill#-: Dot at upper left reverse (Schjoth#1465 and KM#387.2)","1","FALSE","F","World","","","","","","","","","","","","","","","","","",""
"China","China, People's Republic of","People's Republic (1949-date)","Rénmínbì (1955-date)","0.1","KM# 1210b","N# 1223","1 Jiao (magnetic)","Standard circulation coins","2005-2018","Round","Stainless steel","3.2","19","19","","1.75","Medal alignment ↑↑","2015","2015","","","","","1","FALSE","","World","","0.25","","","","World Coins Box #1","","","","","","","","","","","",""
"China","China, People's Republic of","","Rénmínbì (1955-date)","10","KM# 2885","N# 439242","10 Yuan (Panda)","Non-circulating coins","2025","Round","Silver (.999)","30","40","40","","2.98","Medal alignment ↑↑","2025","2025","","","","BU","1","FALSE","UNC","(Bullion)","","44.41","52.49","","","Capsule","","2025-03-25","","","","","","","","","",""
"China","China, People's Republic of","","","","","N# 380833","Replica - 1 Cash - Jiaqing (Boo-fu)","Coin replicas","","Round with a square hole","Brass","1.8","24","24","","0.8","Medal alignment ↑↑","","","","","","","1","TRUE","","Exonumia","","0","","","","World Coins Box #1","","","","1","","","","","","","",""
"China","Hunan Province","Province of the Republic of China (1912-1949)","Yuan (1897-1949)","20","Y# 20.9-10","N# 296820","20 Cash (""TWENTY CASH""; six characters; with star)","Standard circulation coins","1919","Round","Copper","9.57","32","32","","1.5","Medal alignment ↑↑","","1919","","","","Y#403.10: Short inner ribbons","1","FALSE","F","World","","0","","","","","","","","","","","","","","","",""
"China","Hong Kong","British colony • George VI (1936-1952)","Dollar (1863-date)","0.1","KM# 21","N# 7759","10 Cents - George VI","Standard circulation coins","1937","Round","Nickel","4.5","20.5","20.5","","2","Medal alignment ↑↑","1937","1937","","","","","1","TRUE","F","World","","0","0.74","","Red Paint (?) on reverse","","","","","","","","","","","","",""
"China","Hong Kong","British colony • Elizabeth II (1952-1997)","Dollar (1863-date)","0.1","KM# 66","N# 1579","10 Cents","Standard circulation coins","1993-2017","Round","Brass plated steel","1.84","17.55","17.55","","1.18","Medal alignment ↑↑","1998","1998","","","","","1","FALSE","AU","World","","0","0.42","","","","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","0.1","KM# 212.1","N# 5094","10 Centavos","Standard circulation coins","1952-1966","Round","Copper-nickel","2.5","18.5","18.5","","1.31","Coin alignment ↑↓","1959","1959","","","KM# 212.2, Restrepo# 380.7","18.5 mm","1","TRUE","F","World","","0.25","0.37","","","World Coins Box #1","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","0.1","KM# 236","N# 2434","10 Centavos (divided legend)","Standard circulation coins","1969-1971","Round","Nickel clad steel","2.52","18.3","18.3","","","Coin alignment ↑↓","1969","1969","","","","","1","TRUE","VF","World","","0.45","0.42","","","World Coins Box #1","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","0.1","KM# 236","N# 2434","10 Centavos (divided legend)","Standard circulation coins","1969-1971","Round","Nickel clad steel","2.52","18.3","18.3","","","Coin alignment ↑↓","1971","1971","","","","","1","TRUE","F","World","","0.25","0.38","","","World Coins Box #1","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","20","KM# 271","N# 2303","20 Pesos","Standard circulation coins","1982-1989","Round","Aluminium bronze (92% Copper, 6% Aluminium, 2% Nickel)","6.1","24.5","24.5","","1.6","Coin alignment ↑↓","1984","1984","","","","","1","FALSE","VG","World","","0.25","0.26","","","World Coins Box #1","","","","1","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","20","KM# 271","N# 2303","20 Pesos","Standard circulation coins","1982-1989","Round","Aluminium bronze (92% Copper, 6% Aluminium, 2% Nickel)","6.1","24.5","24.5","","1.6","Coin alignment ↑↓","1984","1984","","","","","1","FALSE","VG","World","","0.25","0.26","","","World Coins Box #1","","","","2","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","50","KM# 295","N# 34771","50 Pesos","Standard circulation coins","2012-2024","Round","Nickel plated steel","2","17","17","","1.3","Coin alignment ↑↓","2018","2018","","","","","1","FALSE","AU","Zoo","","0","0.51","","","World Coin Zoo Binder","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","100","KM# 285","N# 2433","100 Pesos","Standard circulation coins","1992-2012","Round","Aluminium bronze (92% Copper, 6% Aluminium, 2% Nickel)","5.31","23","23","","1.55","Coin alignment ↑↓","1995","1995","","","","KM# 285.2","1","TRUE","VG","World","","0.15","0.2","","","World Coins Box #1","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","200","KM# 287","N# 1051","200 Pesos","Standard circulation coins","1994-2012","Round","Nickel brass (65% Copper, 20% Zinc, 15% Nickel)","7.08","24.4","24.4","","1.7","Coin alignment ↑↓","1994","1994","","","","KM#287.1 (1+A)","1","FALSE","VF","World","","0.5","0.58","Jeffery","","","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","200","KM# 297","N# 34773","200 Pesos","Standard circulation coins","2012-2025","Round","Nickel brass","4.61","22.4","22.4","","1.6","Coin alignment ↑↓","2017","2017","","","","156,000,000 minted by the Mint of Finland","1","FALSE","","Zoo","","","","","","","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","500","KM# 286","N# 2432","500 Pesos","Standard circulation coins","1993-2012","Round","Bimetallic: aluminium bronze centre in nickel brass ring (Core: 92% Copper, 6% Aluminium, 2% Nickel; Ring: 65% Copper, 20% Zinc, 15% Nickel)","7.4","23.8","23.8","","2.25","Coin alignment ↑↓","2006","2006","","","","","1","FALSE","VF","World","","0.75","0.75","","Guacari Tree ","","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","500","KM# 286","N# 2432","500 Pesos","Standard circulation coins","1993-2012","Round","Bimetallic: aluminium bronze centre in nickel brass ring (Core: 92% Copper, 6% Aluminium, 2% Nickel; Ring: 65% Copper, 20% Zinc, 15% Nickel)","7.4","23.8","23.8","","2.25","Coin alignment ↑↓","2006","2006","","","","","1","TRUE","F","World","","0.75","0.61","","","World Coins Box #1","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","500","KM# 298","N# 34774","500 Pesos","Standard circulation coins","2012-2024","Round","Bimetallic: aluminium bronze centre in nickel brass ring","7.14","23.7","23.7","","2.2","Coin alignment ↑↓","2024","2024","","","","175,500,000 minted in Ibague, 73,200,000 imported.","1","FALSE","AU","Zoo","","","1.58","","","","","","","","","","","","","","",""
"Colombia","Colombia","Republic (1886-date)","Peso decimalized (1847-date)","1000","KM# 299","N# 34775","1000 Pesos","Standard circulation coins","2012-2024","Round","Bimetallic: nickel brass centre in aluminium bronze ring","9.95","26.7","26.7","","2.7","Coin alignment ↑↓","2015","2015","","","","38,000,000 minted by the Mint of Finland and 27,128,000 minted by the mint in Kremnica, Slovakia","1","FALSE","XF","Zoo","","0","1.38","","","","","","","","","","","","","","",""
"Congo, Democratic Republic of the","Republic of the Congo (Léopoldville)","Democratic Republic (1964-1971)","Zaire (1967-1993)","0.001","KM# 7","N# 3536","10 Sengi","Standard circulation coins","1967","Round","Aluminium (Aluminium 97%, Magnesium 3%)","0.7","16.99","16.99","","1.5","Coin alignment ↑↓","1967","1967","","","","","1","FALSE","","Zoo","","","","Mom","","","","","","","","","","","","","",""
"Congo, Democratic Republic of the","Zaire","Republic (1971-1997)","Zaire (1967-1993)","5","KM# 14","N# 4432","5 Zaïres","Standard circulation coins","1987","Round","Brass","6.9","24","24","","1.95","Coin alignment ↑↓","1987","1987","","","","","1","TRUE","XF","World","","0","1.25","","small corrosion spots, Reserved","","","","","","","","","","","","",""
"Cook Islands","Cook Islands","House of Windsor • Elizabeth II (1952-2022)","Dollar (1972-date)","0.01","KM# 419","N# 3669","1 Cent - Elizabeth II (James Cook)","Circulating commemorative coins","2003","Round","Aluminium","1.44","21.9","21.9","","","Medal alignment ↑↑","2003","2003","","","","","1","FALSE","UNC","Commemoratives","","0","1.18","","","","","","","","","","","","","","",""
"Cook Islands","Cook Islands","House of Windsor • Elizabeth II (1952-2022)","Dollar (1972-date)","0.01","KM# 420","N# 3667","1 Cent - Elizabeth II (Collie)","Circulating commemorative coins","2003","Round","Aluminium","1.44","21.9","21.9","","","Medal alignment ↑↑","2003","2003","","","","","1","FALSE","UNC","Zoo","","0","1.06","","Border Collie (Canis Familiaris)","","","","","1","","","","","","","",""
"Cook Islands","Cook Islands","House of Windsor • Elizabeth II (1952-2022)","Dollar (1972-date)","0.01","KM# 422","N# 3666","1 Cent - Elizabeth II (Rooster)","Circulating commemorative coins","2003","Round","Aluminium","1.44","21.9","21.9","","","Medal alignment ↑↑","2003","2003","","","","","1","FALSE","UNC","Zoo","","","1.06","","","","","","","1","","","","","","","",""
"Cook Islands","Cook Islands","House of Windsor • Elizabeth II (1952-2022)","Dollar (1972-date)","0.01","KM# 423","N# 3668","1 Cent - Elizabeth II (Monkey)","Circulating commemorative coins","2003","Round","Aluminium","1.44","21.9","21.9","","","Medal alignment ↑↑","2003","2003","","","","","1","FALSE","UNC","Zoo","","","1.14","","","","","","","1","","","","","","","",""
"Cook Islands","Cook Islands","House of Windsor • Elizabeth II (1952-2022)","Dollar (1972-date)","0.05","KM# 369","N# 3672","5 Cents - Elizabeth II (FAO)","Circulating commemorative coins","2000","Round","Nickel plated steel","4.43","24.05","24.05","","1.2","Medal alignment ↑↑","2000","2000","","","","","1","FALSE","UNC","FAO","","1.25","1.39","","","World Coins FAO Binder","","","","1","","","","","","","",""
"Cook Islands","Cook Islands","House of Windsor • Elizabeth II (1952-2022)","Dollar (1972-date)","0.05","KM# 369","N# 3672","5 Cents - Elizabeth II (FAO)","Circulating commemorative coins","2000","Round","Nickel plated steel","4.43","24.05","24.05","","1.2","Medal alignment ↑↑","2000","2000","","","","","1","FALSE","UNC","FAO","","1.25","1.39","","","World Coins Box #1","","","","2","","","","","","","",""
"Costa Rica","Costa Rica","First Republic (1848-1948)","Colón (1896-date)","0.1","KM# 180","N# 8744","10 Céntimos","Standard circulation coins","1942-1947","Round","Brass","2","18","18","","","","1943","1943","BNCR","","","","1","TRUE","F","World","","0","1.17","","Worn","","","","","","","","","","","","",""
"Croatia","Croatia","Republic (1991-date)","Kuna (1994-2022)","0.01","KM# 3","N# 2490","1 Lipa (Croatian text)","Standard circulation coins","1993-2021","Round","Aluminium (98% Aluminium, 2% Magnesium)","0.7","17","17","","1.4","Medal alignment ↑↑","1997","1997","","","","","1","FALSE","AU","World","","0","0.47","","","","","","","","","","","","","","",""
"Croatia","Croatia","Republic (1991-date)","Kuna (1994-2022)","0.2","KM# 7","N# 2495","20 Lipa (Croatian text)","Standard circulation coins","1993-2021","Round","Nickel plated steel (Fe 95%, Ni 5% (plating composition))","2.9","18.5","18.5","","1.6","Medal alignment ↑↑","2005","2005","","","","","1","FALSE","XF","World","","","0.29","","","","","","","","","","","","","","",""
"Croatia","Croatia","Republic (1991-date)","Kuna (1994-2022)","0.5","KM# 8","N# 1987","50 Lipa (Croatian text)","Standard circulation coins","1993-2021","Round","Nickel plated steel (Plating: 95% Iron, 5% Nickel)","3.65","20.5","20.5","","1.63","Medal alignment ↑↑","2005","2005","","","","","1","FALSE","XF","World","","","0.4","","","","","","","","","","","","","","",""
"Croatia","Croatia","Republic (1991-date)","Kuna (1994-2022)","5","KM# 11","N# 2378","5 Kuna (Croatian text)","Standard circulation coins","1993-2021","Round","Nickel brass (63.1% Copper, 23.2% Nickel, 13.7% Zinc)","7.45","26.5","26.5","","1.8","Medal alignment ↑↑","2007","2007","","","","","1","FALSE","VF","Zoo","","","0.82","","","","","","","","","","","","","","",""
"Croatia","Croatia","Republic (1991-date)","Euro (2023-date)","1","KM# 141","N# 338338","1 Euro (2nd map)","Standard circulation coins","2023-2025","Round","Bimetallic: copper-nickel clad nickel centre in nickel brass ring","7.5","23.25","23.25","","2.33","Medal alignment ↑↑","2023","2023","","","","","1","FALSE","AU","Zoo","","","1.87","","","","","","","","","","","","","","",""
"Cyprus","Cyprus","Republic (1960-date)","Pound (decimalized, 1983-2007)","0.1","KM# 56.2","N# 155942","10 Cents (Type 1 coat of arms; bordered value number)","Standard circulation coins","1985-1990","Round","Nickel brass","5.5","24.5","24.5","","1.7","Medal alignment ↑↑","1988","1988","","","","","1","FALSE","XF","World","","","0.37","Beth","","","","","","","","","","","","","",""
"Cyprus","Cyprus","Republic (1960-date)","Pound (decimalized, 1983-2007)","0.2","KM# 57.1","N# 1946","20 Cents (Solid value number)","Standard circulation coins","1983","Round","Nickel brass (70% Copper, 24.5% Zinc, 5.5% Nickel)","7.75","27.25","27.25","","1.76","Medal alignment ↑↑","1983","1983","","","","","1","FALSE","VF","Zoo","","","0.33","","","","","","","","","","","","","","",""
"Cyprus","Cyprus","Republic (1960-date)","Pound (decimalized, 1983-2007)","0.5","KM# 66","N# 1379","50 Cents (Abduction of Europa)","Standard circulation coins","1991-2004","Equilateral curve heptagon (7-sided)","Copper-nickel","7","26","26","","1.5","Medal alignment ↑↑","1991","1991","","","","Small date, narrow date","1","FALSE","AU","World","","","1.17","","","World Coins Box #1","","","","","","","","","","","",""
"Cyprus","Cyprus","Republic (1960-date)","Pound (decimalized, 1983-2007)","0.5","KM# 66","N# 1379","50 Cents (Abduction of Europa)","Standard circulation coins","1991-2004","Equilateral curve heptagon (7-sided)","Copper-nickel","7","26","26","","1.5","Medal alignment ↑↑","1993","1993","","","","Large date","1","FALSE","AU","World","","","1.46","","","","","","","","","","","","","","",""
